API_Name,Category,Followers,
Metro Realtime API,Transportation,15,
Wiki-Data API,Reference,17,
Sensis Business Search API,Reference,10,
Beatport API,Music,83,
NASDAQ Data-On-Demand API,Financial,266,
Rackspace Cloud Servers API,loud,6,
Urban Mapping Neighborhoods API,Mapping,11,
Oxford English Dictionary API,Dictionary,280,
Parse API,Backend,48,
eBay Merchandising API,mmerce,16,
OpenStack API,Storage,16,
Travel IQ API,Travel,15,
Metro Realtime API,Transportation,15,
Wiki-Data API,Reference,17,
Sensis Business Search API,Reference,10,
Beatport API,Music,83,
NASDAQ Data-On-Demand API,Financial,266,
Rackspace Cloud Servers API,loud,6,
Urban Mapping Neighborhoods API,Mapping,11,
EveryTrail API,Travel,18,
Brown Paper Tickets API,Events,16,
Best Buy Categories API,mmerce,15,
Best Buy Commerce API,mmerce,12,
Tweetvite API,Events,25,
PaperBack Swap API,Other,5,
WorkflowMax API,Office,11,
Phono API,Telephony,36,
National Library of Medicine DIRLINE API,Medical,26,
TeamSnap API,Sports,8,
AuthorityLabs Account API,SEO,9,
Google Waze API,Travel,660,
EveryTrail API,Travel,18,
Brown Paper Tickets API,Events,16,
Best Buy Categories API,mmerce,15,
Best Buy Commerce API,mmerce,12,
Tweetvite API,Events,25,
PaperBack Swap API,Other,5,
WorkflowMax API,Office,11,
Phono API,Telephony,36,
National Library of Medicine DIRLINE API,Medical,26,
TeamSnap API,Sports,8,
AuthorityLabs Account API,SEO,9,
Google Waze API,Travel,660,
EveryTrail API,Travel,18,
Brown Paper Tickets API,Events,16,
Best Buy Categories API,mmerce,15,
Best Buy Commerce API,mmerce,12,
Tweetvite API,Events,25,
PaperBack Swap API,Other,5,
WorkflowMax API,Office,11,
Phono API,Telephony,36,
National Library of Medicine DIRLINE API,Medical,26,
TeamSnap API,Sports,8,
AuthorityLabs Account API,SEO,9,
Google Waze API,Travel,660,
ClickBank API,mmerce,50,
Tweet Press API,Blogging,5,
Tagged API,Social,34,
EasyToBook API,Travel,84,
Barcelona Bicing API,Reference,12,
Google Apps Script Execution API,Tools,32,
GoodGuide API,Recommendations,18,
Gatekrash API,Events,6,
Planning Center API,Tools,4,
Dezrez API,Real Estate,25,
EEA Discomap API,Mapping,11,
SeatGeek API,Events,59,
ClickBank API,mmerce,50,
Tweet Press API,Blogging,5,
Tagged API,Social,34,
EasyToBook API,Travel,84,
Barcelona Bicing API,Reference,12,
Google Apps Script Execution API,Tools,32,
GoodGuide API,Recommendations,18,
Gatekrash API,Events,6,
Planning Center API,Tools,4,
Dezrez API,Real Estate,25,
EEA Discomap API,Mapping,11,
SeatGeek API,Events,59,
ClickBank API,mmerce,50,
Tweet Press API,Blogging,5,
Tagged API,Social,34,
EasyToBook API,Travel,84,
Barcelona Bicing API,Reference,12,
Google Apps Script Execution API,Tools,32,
GoodGuide API,Recommendations,18,
Gatekrash API,Events,6,
Planning Center API,Tools,4,
Dezrez API,Real Estate,25,
EEA Discomap API,Mapping,11,
SeatGeek API,Events,59,
Next Big Sound API,Music,27,
stSoftware Job Track API,Enterprise,3,
Vodafone Geolocation API,Telephony,37,
Zootool API,Bookmarks,4,
Venmo API,Payments,107,
Extractiv API,Semantics,18,
BuiltWith API,SEO,17,
Checkvist API,Personal Information Management,17,
Google AdMob API,Advertising,75,
Dailymile API,Sports,6,
ActBlue API,Government,8,
Notifo API,Messaging,26,
Next Big Sound API,Music,27,
stSoftware Job Track API,Enterprise,3,
Vodafone Geolocation API,Telephony,37,
Zootool API,Bookmarks,4,
Venmo API,Payments,107,
Extractiv API,Semantics,18,
BuiltWith API,SEO,17,
Checkvist API,Personal Information Management,17,
Google AdMob API,Advertising,75,
Dailymile API,Sports,6,
ActBlue API,Government,8,
Notifo API,Messaging,26,
Next Big Sound API,Music,27,
stSoftware Job Track API,Enterprise,3,
Vodafone Geolocation API,Telephony,37,
Zootool API,Bookmarks,4,
Venmo API,Payments,107,
Extractiv API,Semantics,18,
BuiltWith API,SEO,17,
Checkvist API,Personal Information Management,17,
Google AdMob API,Advertising,75,
Dailymile API,Sports,6,
ActBlue API,Government,8,
Notifo API,Messaging,26,
TweetSentiments API,Tools,37,
Odnoklassniki API,Social,103,
Saplo Text Analysis API,Tools,13,
Gigya API,Social,25,
CrowdFlower API,Other,9,
Google reCAPTCHA API,Security,175,
Quizlet Flashcards API,Education,108,
TVRage API,Social,51,
DNSimple API,Domains,3,
CloudApp API,Storage,16,
Hotwire Travel-Ticker Deals API,Travel,23,
AWS Identity and Access Management API,Other,17,
TweetSentiments API,Tools,37,
Odnoklassniki API,Social,103,
Saplo Text Analysis API,Tools,13,
Gigya API,Social,25,
CrowdFlower API,Other,9,
Google reCAPTCHA API,Security,175,
Quizlet Flashcards API,Education,108,
TVRage API,Social,51,
DNSimple API,Domains,3,
CloudApp API,Storage,16,
Hotwire Travel-Ticker Deals API,Travel,23,
AWS Identity and Access Management API,Other,17,
CyberSource Simple API,Payments,27,
Campfire API,hat,21,
Fishup API,Photos,2,
Open Dining Network Food Ordering API,Food,89,
Ticketfly Affiliate API,Events,24,
img.ly API,Photos,10,
Idescat Population Search API,Search,2,
Dailyplaces API,Social,7,
HotUKDeals API,mmerce,15,
mite API,Office,8,
.tel API,Domains,17,
Exchange Rate API,Financial,69,
CyberSource Simple API,Payments,27,
Campfire API,hat,21,
Fishup API,Photos,2,
Open Dining Network Food Ordering API,Food,89,
Ticketfly Affiliate API,Events,24,
img.ly API,Photos,10,
Idescat Population Search API,Search,2,
Dailyplaces API,Social,7,
HotUKDeals API,mmerce,15,
mite API,Office,8,
.tel API,Domains,17,
Exchange Rate API,Financial,69,
Yahoo Create Consumer Key API,Security,61,
TweepSearch API,Social,13,
AccuWeather API,Weather,1734,
Redbooth API,llaboration,14,
Thesaurus API,Reference,138,
Data.gov.uk API,Government,32,
Napster API,Music,39,
Short and tweet API,URL Shortener,5,
Pikchur API,Social,28,
18amail API,Email,37,
ArtistData API,Music,55,
Synonyms API,Reference,109,
Yahoo Create Consumer Key API,Security,61,
TweepSearch API,Social,13,
AccuWeather API,Weather,1734,
Redbooth API,llaboration,14,
Thesaurus API,Reference,138,
Data.gov.uk API,Government,32,
Napster API,Music,39,
Short and tweet API,URL Shortener,5,
Pikchur API,Social,28,
18amail API,Email,37,
ArtistData API,Music,55,
Synonyms API,Reference,109,
Yahoo Create Consumer Key API,Security,61,
TweepSearch API,Social,13,
AccuWeather API,Weather,1734,
Redbooth API,llaboration,14,
Thesaurus API,Reference,138,
Data.gov.uk API,Government,32,
Napster API,Music,39,
Short and tweet API,URL Shortener,5,
Pikchur API,Social,28,
18amail API,Email,37,
ArtistData API,Music,55,
Synonyms API,Reference,109,
Victoria & Albert Museum API,Education,13,
LiqPAY API,Payments,21,
ECGridOS EDI API,Tools,4,
Printfection API,mmerce,8,
Voxeo API,Telephony,15,
DigitalNZ API,Reference,6,
Cheezburger API,Photos,88,
Subj3ct API,Other,4,
Justin.tv API,Video,47,
Medianet Open MP3 API,Music,35,
All for Good API,Other,29,
vzaar API,Video,9,
Victoria & Albert Museum API,Education,13,
LiqPAY API,Payments,21,
ECGridOS EDI API,Tools,4,
Printfection API,mmerce,8,
Voxeo API,Telephony,15,
DigitalNZ API,Reference,6,
Cheezburger API,Photos,88,
Subj3ct API,Other,4,
Justin.tv API,Video,47,
Medianet Open MP3 API,Music,35,
All for Good API,Other,29,
vzaar API,Video,9,
Victoria & Albert Museum API,Education,13,
LiqPAY API,Payments,21,
ECGridOS EDI API,Tools,4,
Printfection API,mmerce,8,
Voxeo API,Telephony,15,
DigitalNZ API,Reference,6,
Cheezburger API,Photos,88,
Subj3ct API,Other,4,
Justin.tv API,Video,47,
Medianet Open MP3 API,Music,35,
All for Good API,Other,29,
vzaar API,Video,9,
Payment Vision Pay API,Payments,8,
idiomag API,Music,15,
Amazon Elastic MapReduce API,Tools,23,
Diigo API,Bookmarks,31,
Song.ly API,Music,12,
After the Deadline API,Blogging,29,
Zoho CRM API,Financial,54,
Venteria API,Events,8,
FilesAnywhere API,Storage,7,
TravelFusion API,Travel,78,
SnappyFingers API,Search,6,
Floobs API,Video,8,
Payment Vision Pay API,Payments,8,
idiomag API,Music,15,
Amazon Elastic MapReduce API,Tools,23,
Diigo API,Bookmarks,31,
Song.ly API,Music,12,
After the Deadline API,Blogging,29,
Zoho CRM API,Financial,54,
Venteria API,Events,8,
FilesAnywhere API,Storage,7,
TravelFusion API,Travel,78,
SnappyFingers API,Search,6,
Floobs API,Video,8,
Payment Vision Pay API,Payments,8,
idiomag API,Music,15,
Amazon Elastic MapReduce API,Tools,23,
Diigo API,Bookmarks,31,
Song.ly API,Music,12,
After the Deadline API,Blogging,29,
Zoho CRM API,Financial,54,
Venteria API,Events,8,
FilesAnywhere API,Storage,7,
TravelFusion API,Travel,78,
SnappyFingers API,Search,6,
Floobs API,Video,8,
iList API,mmerce,8,
The New York Times Community API,News Services,15,
Launchpad API,Enterprise,7,
is.gd API,,17,
Activ Financial API,Enterprise,33,
Yammer API,Social,56,
Authentic Jobs API,Jobs,128,
Science Museum API,Education,17,
TravEnjoy API,Travel,14,
Tixik API,Reference,20,
Beer Mapping API,Food,78,
Cleartrip API,Travel,413,
iList API,mmerce,8,
The New York Times Community API,News Services,15,
Launchpad API,Enterprise,7,
is.gd API,,17,
Activ Financial API,Enterprise,33,
Yammer API,Social,56,
Authentic Jobs API,Jobs,128,
Science Museum API,Education,17,
TravEnjoy API,Travel,14,
Tixik API,Reference,20,
Beer Mapping API,Food,78,
Cleartrip API,Travel,413,
iList API,mmerce,8,
The New York Times Community API,News Services,15,
Launchpad API,Enterprise,7,
is.gd API,,17,
Activ Financial API,Enterprise,33,
Yammer API,Social,56,
Authentic Jobs API,Jobs,128,
Science Museum API,Education,17,
TravEnjoy API,Travel,14,
Tixik API,Reference,20,
Beer Mapping API,Food,78,
Cleartrip API,Travel,413,
iList API,mmerce,8,
Fantasy Football Nerd API,Sports,39,
Watchdog API,Government,14,
TringMe API,Telephony,34,
RescueTime API,Project Management,26,
PeekaCity API,Mapping,6,
arXiv API,Reference,59,
ConceptShare API,Project Management,8,
ThisNext API,Recommendations,11,
Doba SOAP API,Enterprise,21,
Harvest API,Project Management,30,
Assembla API,Project Management,65,
FilesTube API,File Sharing,64,
JamBase API,Music,35,
FotoFlexer API,Photos,31,
GetMapping API,Mapping,7,
Bible Gateway API,Other,51,
Open Patent Services API,Government,39,
SoftLayer API,,11,
OpenDOAR API,Education,13,
FedSpending.org API,Government,23,
TheyWorkForYou API,Government,4,
Lingr API,hat,14,
Windows Live Admin Center API,,10,
EarthTools API,Tools,27,
JamBase API,Music,35,
FotoFlexer API,Photos,31,
GetMapping API,Mapping,7,
Bible Gateway API,Other,51,
Open Patent Services API,Government,39,
SoftLayer API,,11,
OpenDOAR API,Education,13,
FedSpending.org API,Government,23,
TheyWorkForYou API,Government,4,
Lingr API,hat,14,
Windows Live Admin Center API,,10,
EarthTools API,Tools,27,
buySAFE API,Security,12,
StrikeIron Tax Service API,Reference,5,
Remember the Milk API,Personal Information Management,20,
Betfair API,Gambling,883,
Spraci API,Events,15,
Qurl API,,3,
Orb API,Media,14,
Creative Commons API,Other,9,
openEO API,Astronomy,1,
Prokerala Astrology API,Astrology,2,
ArtemTecta Architectural Style Recognition API,Artificial Intelligence,1,
Blogcast API,Text-to-Speech,3,
DaisyBill API,Billing,2,
Zabo API,ptocurrency,2,
ODWeather API,Weather,5,
National Palace Museum Open Data API,Museums,1,
Linescape API,Shipping,1,
UK Use land and property data API,Real Estate,1,
LightsLitDet Vehicles Lit Headlights Detection API,Artificial Intelligence,2,
Unofficial TransferMarkt API,Sports,1,
Meme Maker API,Meme,5,
Credas API,Identity,1,
PocketCasts API,Podcasts,2,
SmartCredit.io API,Financial,4,
KONE Elevator call API,Manufacturing,2,
Vehicle Info India API,Auto,6,
Mboum API,Financial,1,
Timesheet API,Time Tracking,1,
AFS Analytics API,Analytics,2,
VisitFinland MyStay API,Travel,2,
Placekey API,Location,1,
FreeConferenceCall API,Teleconferencing,1,
Emoji Info API,Animation,4,
AerialSphere XP360 API,Mapping,2,
OG IMPACT API,Graphics,1,
GBG Verify People API,Verification,1,
Arabic Spell Checker API,Spelling,1,
Hacarus SPECTRO API,Artificial Intelligence,1,
Shrewsbury Museum and Art Gallery API,Museums,1,
Sensibill Receipt Data Extraction API,OCR,1,
AboutNumber API,Math,1,
7pace Timetracker API,DevOps,1,
Pikaso API,Screenshots,1,
InstaFeed API,Social,3,
Zipcodebase API,Zip Codes,5,
Unofficial Idealista API,Real Estate,1,
Unofficial Kinopoisk API,Movies,4,
Koleman Tenant API,Human Resources,1,
Museum of Applied Arts & Sciences API,Museums,1,
Celitech Bee API,Wireless,2,
Waitlist API,Engagement,2,
Addison Lee Quickbook API,Transportation,1,
Bannerbear API,Graphics,2,
FestDays API,Holidays,1,
SeekStorm API,Search,1,
LOVO Open API,Text-to-Speech,5,
melodyRepo API,Backend,2,
Brewer's Friends API,Beer,1,
mediastack API,News Services,5,
LiveWhale API,ntent Management,2,
Trunkrs API,Shipping,1,
Helipaddy API,Air Travel,1,
Craft CMS API,ntent,2,
LocationsCloud API,Data Mining,2,
DSDLink Product Catalog API,Products,3,
Hotpot API,Graphics,2,
PayPay Open Payment API,Payments,1,
FreeBusy API,Scheduling,3,
D-Wave Solver API,Hardware,3,
Papyrs API,Wiki,2,
Googio API,Search,3,
MetaBet Odds API,Sports,8,
BigDataCloud Reverse Geocoding with Timezone API,Location,1,
BigDataCloud Phone Number Validation API,ntacts,1,
BigDataCloud BGP IPv4 Active Prefixes API,Networking,1,
BigDataCloud Network by IP Address API,Networking,2,
BigDataCloud ASN Info API,Networking,0,
BigDataCloud Time Zone by IP Address API,Time,1,
BigDataCloud IP Address Geolocation with Confidence Area API,Location,0,
BigDataCloud Time Zone by Location API,Time,0,
TPS Flight API,Air Travel,1,
Azion API,Application Development,1,
StackAPI API,Database,1,
Contacts+ API,ntacts,1,
SeerBit API,Payments,1,
Global temperature anomalies API,limate,3,
Global warming methane atmosphere concentration API,Environment,2,
Watch Here API,Entertainment,12,
Rindap API,Automation,2,
Planet Basemaps API,Satellites,2,
Bambora Onboarding API,Payments,0,
StackStorm API,DevOps,4,
reSmush.it API,Images,0,
Thunderhead ONE API,Engagement,0,
cloudlayer.io API,Software-as-a-Service,1,
UnivaPay API,Payments,1,
Horizen API,Blockchain,1,
Skrapp API,Email,3,
BigDataCloud Client Info API,Developers,1,
BigDataCloud Public IP Address API,Location,1,
Springer Nature Open Access API,Science,1,
Springer Nature Meta API,Science,1,
Poool API,Payments,0,
strongDM API,Monitoring,2,
Fidel UK API,Payments,1,
Nameror API,Names,2,
Restwords API,Pastebin,2,
Respond.io API,Messaging,3,
taylor.rest API,lebrities,1,
BestTime API,Business,0,
MSC GeoMet Climate API,limate,2,
Autogrow API,Agriculture,10,
Faker API,Testing,2,
Lightwave Smart Series API,Home Automation,0,
BigDataCloud Reverse Geocoding API,Location,0,
StackPath API,Platform-as-a-Service,0,
Purple WiFi API,Location,1,
Liveuamap API,News Services,4,
OpenSong API,Music,9,
Bees360 API,Robots,5,
Teamup API,lendars,1,
IntelOwl API,Security,1,
App Details from PlayStore API,API,3,
Route Mobile WhatsApp Business Messaging API,Messaging,2,
Solaria Labs Shine API,Insurance,1,
Citizen Labs Michigan Elections API,Government,2,
Moonlight JavaScript API,Verification,0,
Meme Build Meme Generation API,Meme,14,
Netatmo Aircare API,Internet of Things,4,
Netatmo Energy API,Internet of Things,0,
Staylists API,Hotels,6,
Catalytic API,Business,1,
Colormind API,lors,4,
Natural Insight Routing API,Business,1,
Unleash API,Enterprise,0,
Klangoo NLP API,Natural Language Processing,2,
Zilliqa API,Blockchain,1,
Google Search Console API,Search,4,
Celer Network API,Blockchain,1,
BeezUP API,mmerce,2,
Cloudmersive Video and Media Services API,Video,2,
Green Money eCheck API,Payments,1,
WorldPop API,Data,3,
AgeChecker Age Verification API,Verification,2,
VaroPago API,Payments,4,
Unofficial Target API,mmerce,2,
Algoan API,Banking,1,
MLScrape API,mmerce,2,
Foodivisus Food Categories Recognition API,Food,21,
PeopleStrong API,Human Resources,1,
Canvs Content API,Analytics,0,
Types Of Clouds Recognition API,Weather,2,
Quranwbw API,Religion,2,
BDApps Pro CaaS API,Application Development,1,
BDApps Pro USSD API,Application Development,2,
CDC Cases & Deaths (ScrAPI) API,OVID-19,7,
Lands of America API,Real Estate,3,
Coronavirus (COVID-19) Outbreak API,OVID-19,8,
Qwilr API,Documents,2,
OSRM API,Open Source,5,
ReviewAPI API,Data,4,
Canadian COVID-19 API,OVID-19,6,
GrubToGo CIM API,Food,7,
Novel Coronavirus COVID-19 API,OVID-19,6,
CloudCulate API,Spreadsheets,2,
WHO COVID-19 Feeds API,OVID-19,2,
CDC COVID-19 Feeds API,OVID-19,0,
HypeAuditor API,Marketing,4,
Prompty Server API,Notifications,1,
Acumatica API,loud,1,
Up API,Banking,1,
expert.ai Natural Language API,Natural Language Processing,2,
ClicData API,Data,1,
CompanyMood API,Feedback,1,
ThoughtSpot API,Search,1,
Pollination Cloud API,Models,3,
Payone API,Payments,1,
TriReg.com Event Search API,Events,1,
Qualisys API,Motion,2,
Xendit API,Payments,1,
SkiReg.com Event Director API,Events,1,
Unofficial Walmart API,mmerce,7,
Datashake API,Data,1,
Zeplin API,llaboration,1,
OneSky Systems API,Robots,1,
Trimble Reduce Trip API,Transportation,0,
Marketstack API,Financial,1,
OnCrawl API,SEO,4,
Trimble Get POIs Along Route API,Mapping,1,
Trimble Get Reports API,Transportation,1,
